title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,zip_code,parking
"Casa en venta en Reforma, Oaxaca de Juárez, Oaxaca C.P. 68050",Nocnok,Casa,reforma,9000000,4,3,250,400,"Linda casa en la colonia reformada con frente cultural, de diferentes espacios para que organices tus áreas de manera estratégica, con entrada al segundo piso de manera independiente, de gran jardín a su alrededor. Esta casa tiene:Sala de estudio con bañoServicio a la habitación con bañoSala de estarComedorCocinaCuarto principal con baño y closet3 recamaras secundaria con baño compartidoCaoba",68050.0,
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,21780000,3,4,800,"1,668","Esta propiedad tiene 3 dormitorios, 4.5 baños, terraza en la parte trasera y delantera, cocina, sala de estar y un jardín. La casa también tiene lo que se podría convertir en una sauna o lavandería, un garaje y un área de servicio. La casa regula bien la temperatura; Es fresco en verano y más cálido en invierno. El camino sinuoso también hace para una entrada mágica.Esta propiedad es grande y tiene espacio para hacer mejoras. El propietario sugiere demoler el garaje y el área de servicio si no le conviene. Esta es una propiedad perfecta para invertir para satisfacer sus necesidades. Es espacioso, tiene buen espacio en el patio y la posibilidad de ser una hermosa casa de vacaciones. Está ubicado en el barrio de San Felipe, que es un suburbio de la ciudad, popular entre los expatriados y está a poca distancia en automóvil del centro. Un lugar perfecto para relajarse y pasar tiempo en esta ciudad. ¿Puedes verte aquí?El precio es negociable.",68026.0,
"Casa en venta en Guadalupe Victoria, Oaxaca de Juárez, Oaxaca C.P. 68033",Nocnok,Casa,guadalupe victoria,5700000,4,3,260,200,"***HERMOSA RESIDENCIA NUEVA***-Ubicación: Ejido Guadalupe Victoria de 4 RECAMARAS.1er. Nivel:-Sala, comedor, cocina integral EQUIPADA, 1/2 baño, cuarto de lavado, área de servicio y cochera techada para 2 autos.2do. Nivel:-1 RECAMARA principal con vestidor y 1 baño completo, 2 RECAMARAS secundarias con closets y 1 baño completo para compartir.3er. Nivel:-1 RECAMARA o Estudio y Jardín.-Medidas: Irregulares 200 m2-Construcción: 260 m2-Precio: $5,700,000 Negociable-De fácil acceso y a solo 5 Mins. de la Col. Reforma.[LUGAR SEGURO Y TRANQUILO PARA VIVIR]-Casa con todos los servicios agua, luz y drenaje.-Cerca de comercios, escuelas, clínicas, oxxos, hospitales, restaurantes etc.***VIVE EN UNA DE LAS ZONAS MÁS SEGURAS DE LA CIUDAD Y CON ALTA PLUSVALÍA.***Cel. 951 1970420",68033.0,2.0
"Casa en venta en 7 Regiones, Oaxaca de Juárez, Oaxaca C.P. 68023",Nocnok,Casa,7 regiones,2850000,3,2,209,176,"Casa 7 regionesEn esquina sobre la calle Ejército Mexicano, cerca de la normal de educación especial .Cuenta con local comercial con baño y bodegaSala, comedor , cocina, tres recamaras, dos baños y otra pequeña sala de tv.informes 951-157-1017",68023.0,
"Casa en venta en San Martin Mexicapan, Oaxaca de Juárez, Oaxaca C.P. 68140",Nocnok,Casa,san martin mexicapan,3200000,2,2,690,444,"Amplia propiedad a 10 minutos de la ciudad de Oaxaca.Cercano a centros comerciales, supermercados, cines, hospitales, bancos y demás.Servicios de agua, luz y drenaje.Propiedad privada.Dentro de la propiedad cuenta con dos departamentos con las siguientes características.Cada departamento o casa están en planta baja:Sala, comedor, cocina y un baño completo.El predio tiene una gran ubicación, tiene varias entradas y salidas al mismo.informes 9511571017",68140.0,
"Casa en venta en Candiani, Oaxaca de Juárez, Oaxaca C.P. 68130",Nocnok,Casa,candiani,3500000,4,3,185,127,"En Preventa :Casa Nueva en Simbolos Patrios.A 5 minutos de Plaza del Valle.Cercana a escuelas, medios de transporte, abasto, etc.A 15 minutos del centro de la Ciudad.PROTOTIPO A.127 M2 de terreno185.30 M2 de construcciónEdificada en 2 niveles.PLANTA BAJA:Cochera para un vehículoArea de jardín frontalEstanciaComedorCocina equipadaÁrea de lavadoEstudio o recámaraBaño completoPLANTA ALTA:3 recámaras con closet2 baños completosLa recámara principal con área de vestidor y terrazaLas recámaras secundarias comparten un baño completo.Acceso a Area de roof GardenAccesorios :Cisterna de 5000 litrosPRECIO PREVENTA:$3,500,000.00 (TRES MILLONES QUINIENTOS MIL PESOS 00/100 M.N.)METODO DE COMPRA: CRÉDITO FOVISSSTE, CREDITO BANCARIO, CREDITO INFONAVIT TOTAL y CONTADO.¡Para mayor información comunícate!",68130.0,1.0
"Casa en venta en Manuel Sabino Crespo, Oaxaca de Juárez, Oaxaca C.P. 68045",Nocnok,Casa,manuel sabino crespo,3950000,4,2,190,150,"***HERMOSA CASA RESIDENCIAL de 4 Recamaras****Col. Manuel Sabino Crespo. Centro.-Casa Nueva con 1 Recámara en planta baja.*1er. Nivel:-Sala [Doble altura]-Comedor-Cocina integral equipada [detalle de granito y cocina de alto brillo]-1 Baño completo para visitas-1 Recámara o Estudio-Area de servicio-Cochera automatizada para 2 autos-Área verde*2do. Nivel:-1 Recamara principal con 1 baño completo y vestidor.-2 Recamaras secundarias con closets.-1 baño completo para compartir*3er. Nivel:-Terraza abierta-Area de asador**Precio : $3,950,000 Preventa**Una casa hecha con materiales de calidad además cuenta con una excelente ubicación.*Vive a solo 5 Mins. del Centro y cerca de comercios, escuelas, hospitales, cafes, restaurantes etc.*Compra de forma segura con cualquier tipo de Créditos o Efectivo.Cel. 951 1970420",68045.0,2.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,11000000,5,3,100,100,"HERMOSA CASA EN VENTA EN SAN FELIPE DEL AGUA, IDEAL PARA INVERSIÓNUNA DE LAS ÁREAS RESIDENCIALES MÁS VALIOSAS DE OAXACACUENTA CON:– 5 departamentos amoblados y cada departamento incluye:COCINAREFRIGERADORACAFETERAMICROONDASDESAYUNADORSALAMEDIO BAÑO.ULTIMO PISO.CAMA KING SIZE ARMARIODORMITORIODE JUGUETETELEVISIÓN BAÑOCOMPLETOCALENTADOR3 APARTAMENTOS CUENTAN CON AREA DE LAVADO.",68026.0,
"Casa en venta en 7 Regiones, Oaxaca de Juárez, Oaxaca C.P. 68023",Nocnok,Casa,7 regiones,3500000,2,1,100,60,"Hermosa casa loft de diseño industrial con acabados contemporáneos. Acabados en puertas y pisos en madera natural, muros de durock con tabique rojo aparente y estructura general de la casa con columnas y vigas de acero en color natural y muros de hormigón armado.La iluminación general de la casa incluye lámparas de estilo vintage, discretos arbotantes negros y tiras de iluminación LED. Con la intención de crear un ambiente relajado y confortable.Esta hermosa propiedad se encuentra a 16 minutos del centro de Oaxaca, cerca de amenidades como hospitales, escuelas, supermercados, transporte público, ubicada en una zona tranquila.TIENE:Segundo piso y dos niveles.Terreno 60m2, construcción 100m2Propiedad de carácter definitivo en condominio.Incluye lo siguiente:Segundo piso estacionamiento techado para 2 autos y jardín lateral en todo su largo.El segundo piso también se puede utilizar como oficina o espacio comercial, ya que está cubierto.El primer nivel es un espacio abierto que integra sala-comedor-cocina, además incluye medio baño y lavandería.En el segundo nivel contamos con 2 recámaras y 1 baño completo, con mamparas de vidrio templado. Cada dormitorio tiene un armario y una ventana grande.La casa incluye una escalera interior de acceso a la cubierta, como continuación de la escalera interior, cubierta con una cúpula móvil, que permite una amplia iluminación.La azotea se puede utilizar como terraza exterior con barandilla. Se puede decorar como se desee.La casa incluye calentador de agua de 40 litros, tanque estacionario de gas, cisterna de 10,000 litros y sistema hidroneumático para baños y cocina¡No pierda esta gran oportunidad de obtener la casa de sus sueños en la ciudad de Oaxaca!",68023.0,2.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,10649000,4,4,450,450,"Acogedora casa estilo mexicano con amplios jardines y hermosa vista en un antiguo barrio tradicional con valor en continuo levantamiento. Tiene dos niveles que lo hacen más cómodo.La cocina y los baños están decorados con azulejos tradicionales de Poblana Talavera y un baño principal con bañera. También tiene un increíble balcón en el que puedes disfrutar de un momento de relax viendo todo alrededor.A pocas cuadras de San Felipe, zócalo e iglesia. Puedes encontrar un pequeño mercado local dos veces por semana. Fácil de tomar el transporte local al centro histórico de Oaxaca, que, si lo prefiere, está a 20 minutos a pie de Reforma y a 30 minutos a pie delcentro histórico.Tiene:* Cisterna de 16 mil litros* Cuarto de servicio con baño propio* Totalmente amoblado",68026.0,
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,11500000,5,5,500,220,"Residencia minimalista en San Felipe del AguaPrimer nivel.Estacionamiento techado para 2 autos.Cisterna de 10.000 litros.Jardín en el que está sembrado Pochote – Árbol muy representativo del estado de OaxacaAmplia e iluminada salaComedorAmplia cocina integral (incluye estufa y campana)Patio de servicioMedio bañoEstudioSegundo nivel.1 recámara con closet y baño completo.2 dormitorios con vestidor y baño completo.3 dormitorios con closet, baño y jardín interior.La recámara principal 4 incluye closet y baño completo.Tercer nivel.Dormitorio 5 con closet y baño.Cuarto de máquinas y cuarto de servicioÁrea de comidaMedio baño.Roof Garden ampliado, la mayor parte techado.En el techo de la recámara de los 3 niveles se encuentran instaladas la tina y gas estacionario.Todos los dormitorios y comedores cuentan con la preparación para el clima.",68026.0,2.0
"Casa en venta en Trinidad de las Huertas, Oaxaca de Juárez, Oaxaca C.P. 68120",Nocnok,Casa,trinidad de las huertas,6000000,5,2,340,180,"CASA EN VENTA ZONA FRACC. TRINIDAD DE LAS HUERTASCASA EN ZONA RESIDENCIAL, AREA COMERCIAL Y PLACIDA, 5 RECAMARAS, BALCON, 2 DESPACHOS , SALA Y COMEDOR AMPLIAS, COCINA NUEVA, 2 BAÑOS, PATIO DE SERVICIO AMPLIO, CISTERNA DE 10 MIL LTS., DOS TINACOS DE MIL LTS., 2 PLANTAS, 180 M2 DE TERRENO, 340 M2 DE CONSTRUCCION.AREA DE INFLUENCIA: 5 SEÑORES, PLAZA OAXACA, PLAZA DEL VALLE, ZONA SUR DEL CENTRO, AV. FERROCARRIL, AV. UNIVERSIDAD, UABJO, PERIFERICO ZONA SUR, CHEDRAUI PERIFERICO.OPORTUNIDAD EN PLUSVALIA E INVERSION.PRECIO A TRATAR",68080.0,
"Casa en venta en Del Maestro, Oaxaca de Juárez, Oaxaca C.P. 68016",Nocnok,Casa,del maestro,2100000,3,2,120,125,"Hermosa casa moderna con todas las comodidades, las cuales son:Sala de estar.Comedor.Una hermosa cocina completa.Jardín.Vía de Servício.Cochera.1 bañoLa planta superior se compone de:1 baño3 habitaciones con closet de madera.También incluye tina de 1100 litros, cisterna de 2800 litros, gas y calentador solar. Para que no te preocupes por nada, tienes los servicios de agua, luz y alcantarillado.",68016.0,1.0
"Casa en venta en Villas Montealbán, Oaxaca de Juárez, Oaxaca C.P. 68143",Nocnok,Casa,villas montealban,1300000,3,2,100,90,"Casa en el Fraccionamiento Villas Monte Albán ..Cercana a medios de transporte, centros comerciales, mercados, escuelas, etc.A 5 minutos de Plaza Bella.Edificada en 2 niveles.PLANTA BAJA :Cochera para dos vehículos,RecibidorSala comedorCocinaPatio de serviciobaño completoDos recámaras con closetPLANTA ALTA :1 recámara1 baño completoTinaco de 1,100 litros.METODO DE COMPRA : INFONAVIT, FOVISSSTE, CREDITO BANCARIO Y CONTADO.¡Pará mayor información comunícate y agendamos una visita !!!",68143.0,2.0
"Casa en venta en Lindavista, Oaxaca de Juárez, Oaxaca C.P. 68030",Nocnok,Casa,lindavista,1950000,3,1,100,250,"Exelente casa atras del hotel huatla bajando el cerro del fortin...Descripción:3 recamaras sala comedor, cocina, un baño, pequeño jardin todos los servicios cisterna de 6 mil lts...¡Para mayor información comunícate!",68030.0,
"Casa en venta en Manuel Sabino Crespo, Oaxaca de Juárez, Oaxaca C.P. 68040",Nocnok,Casa,manuel sabino crespo,4800000,4,4,300,600,"CASAS EN VENTA EN OAXACA, GRAN RESIDENCIA, 4 RECAMARAS, COL. MANUEL SABINO CRESPO.RESIDENCIA DE 4 RECAMARAS ESTILO CAMPIRANA.UBICADA SOBRE CALLE PRINCIPAL EN ZONA DE GRAN CRECIMIENTO EN AREA METROPOLITANA.600 M2 DE TERRENO Y 300 M2 DE CONSTRUCCION.PISOS ESTILO RUSTICO EN TODA LA CASA.COCHERA 4 AUTOS, 2 PORTONES, UNO MANUAL Y OTRO ELECTRICO.AREA DE PATIO AMPLIO DE 25 M2 ADOQUINADO EN ZONA DE DESNIVEL.ACCESO POR ZONA TRASERA INDEPENDENTE.PLANTA BAJA:PATIO DE SERVICIO.SOTANO DE 8.5 M2 CON GABINESTES.RECAMARA - ESTUDIO CON BAÑO COMPLETO.SALA, COCINA, COMEDOR, Y HALL DE RECEPCION.BODEGA BAJO-ESCALERA. CISTERNA DE 8 MIL LITROS.COCINA INTEGRAL CON BARRA DESAYUNADORA, AREA DE ALACENERO.PLANTA ALTA:3 RECAMARAS CON CLOSET Y BAÑO PROPIO, PRINCIPAL CON VESTIDOR PROPIO Y BALCON.AREA DE LAVADO CON CONECCION PARA LAVADORAS.HALL CON LIBRERO.DOMO TRANSLUCIDO EN AREA CENTRAL PARA MEJOR ILUMINACION NATURAL.BARDA ELECTRIFICADA PERIMETRAL CON ALARMA EN SERVICIO.VENTANALES EN GENERAL DE PISO A TECHO PARA MEJOR ILUMINACION NATURAL.TODOS LOS SERVICIOS A CONECTAR.UBICADA EN ESQUINA SOBRE CALLE PRINCIPAL.ZONAS DE INFLUENCIA: PITICO SABINO CRESPO, HOSPITAL DEL ISSSTE, CONEXIÓN ZONA COL. REFORMA Y CONEXIÓN CERRO FORTIN.PAPELEO EN REGLA Y EN ORDEN PARA REVISIONCOSTO NEGOCIABLE CON CRITERIOS A REVISION",68045.0,4.0
"Casa en venta en La Cascada, Oaxaca de Juárez, Oaxaca C.P. 68040",Nocnok,Casa,la cascada,4200000,3,3,200,250,"Casa nueva...A 5 minutos del Hospital del Issste.A 8 minutos del Hotel Fortín Plaza.Edificada en 3 niveles.PLANTA BAJA :Cochera techada para 2 vehículosSala a doble alturaComedorCocina integralPatio de servicio,Medio bañoTerrazaÁrea de jardínSEGUNDO PISO:3 recámarasLa principal con baño privado y área de vestidorLas recámaras secundarias comparten un baño.TERCER PISO:Área de Terraza semitechadaÁrea de asadoresCuarto de servicioUn baño completoAccesorios: Totalmente delimitada y con portón de acceso vehícular y peatonal, cisterna de 6500 litros con bomba, interfon.METODO DE COMPRA: CREDITO BANCARIO Y CONTADO. (pregunta por nuestras opciones para crédito INFONAVIT y FOVISSSTE).¡PARA MAYOR INFORMACIÓN COMUNÍCATE!",68040.0,2.0
"Casa en venta en 7 Regiones, Oaxaca de Juárez, Oaxaca C.P. 68023",Nocnok,Casa,7 regiones,2650000,2,1,120,70,"Casa en Zona Norte de la Ciudad.Estilo Minimalista.Colonia 7 regiones.A 8 minutos de la Colonia Reforma.Cercana a medios de transporte, escuelas, abasto, etc.Edificada en 2 niveles.PLANTA BAJA:Cochera para 1 vehículos.Área de jardín posterior.PRIMER NIVEL:SalaComedorCocina integralMedio bañoÁrea de servicio.PLANTA ALTA:2 recámaras.1 baño completo.¡PARA MAYOR INFORMACIÓN COMUNICATE!",68023.0,1.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,6000000,4,4,220,147,"¡En San Felipe del Agua, con excelente ubicación y agradable diseño!A pocos minutos de los centros bancarios, comerciales, escolares de la Col. Reforma, como de San Felipe del Agua.La casa tiene 3 niveles, en la planta baja tiene sala, bar con cava, comedor con vitrina empotrada en la pared, 1/2 baño, 1 recámara, cocina integral, con armario empotrado en la pared, bodega, cochera para 2 autos con techo, fuente en la entrada, cisterna de 10,000 lts, bomba de agua, jardín, escaleras de caracol para subir a la azotea y al cuarto de servicio. En el 2° nivel tiene 3 recámaras con baños romanos y closet.El último nivel cuenta con el cuarto de servicio con armarios, baño, además del tanque estacionario de 170 litros y el tinaco de 750 litros.Superficie de terreno 147 m2., al Norte 14.60 mts., al Sur 12 m2., al Oriente 10 mts., al Poniente 12.40 mts. y construida 220 m2.Ubicación: Antiguo camino a San Felipe del Agua, San Felipe del Agua, Oaxaca.Precio $6’000,000 sin muebles , con menaje $6,500,000",68026.0,2.0
"Casa en venta en Del Maestro, Oaxaca de Juárez, Oaxaca C.P. 68016",Nocnok,Casa,del maestro,7000000,5,4,250,500,"CASAS EN VENTA EN OAXACA, HERMOSA RESIDENCIA EN COL. SANTA ROSA, COL. DEL MAESTRO.HERMOSA RESIDENCIA TIPO CAMPESTRE, TOTALMENTE EQUIPADA.500 M2 DE TERRENO (TERRENO DE 20 X 25) Y 250 M2 DE CONSTRUCCION.2 PLANTAS, COCHERA PARA 6 AUTOS TECHADA Y CON CORTINAS DE LONA, LOZETA DE TRAFICO PESADO, AREA CON JARDINERAS. PORTON ELECTRICO, CISTERNA DE 20 LTS., SISTEMA HIDRONEUMATICO.PLANTA BAJA: PUERTAS DE MADERA TIPO HUANACASTLE, VENTANAS DE ALUMINIO MADERA APARENTE, ESTUDIO, SALA ESTILO A DESNIVEL, COMEDOR, COCINA CON GABINETES INTEGRALES DE CEDRO Y ALACENA EQUIPADA, PATIO DE SERVICIO, AREA DE ESTANCIA CON CANTINA DE MADERA DE CEDRO, BAÑO COMPLETO PARA VISITAS.JARDIN EMPASTADO, ALBERCA CON CAPACIDAD DE 50 MIL LTS. EQUIPADA, NO CLIMATIZADA Y CON AREA DE CHAPOTEADERO, PALAPA CON BAÑO COMPLETO Y AREA DE VESTIDOR O ALMACEN.PLANTA ALTA: AREA COMPLETAMENTE CON LOZETA, 5 RECAMARAS CON CLOSET INCLUIDO DE MADERA DE NOPO, 1 BAÑO COMPLETO, CLOSET CENTRAL DE MADERA DE CEDRO, AREA PARA SALA DE TV, RECAMARA PRINCIPAL CON VESTIDOR, CLIMA Y BAÑO COMPLETO CON TINA DE HIDROMASAJE, AREA DE MESANINE MUY AMPLIA COMO AREA EXTRA, ESCALERAS DE CARACOL HACIA AZOTEA.TOTALMENTE IMPERMEABILIZADA, CUARTO DE LAVADO, 2 TINACOS DE 1200 LTS. C/U, TANQUE ESTACIONARIO DE 200 LTS. CON ESCALERA TIPO BOMBERO PARA SERVICIO EXTERIOR.ACTUALMENTE AMUEBLADA SIN HABITAR (MUEBLES DE MUESTRA)TODOS LOS SERVICIOS EN LA ZONA, AREA HABITACIONAL Y COMERCIAL.ZONAS DE INFLUENCIA Y COMERCIOS: AURRERA, BRENAMIEL, OXXO, PITICO, UNIVERSIDAD DEL GOLFO, CARRET. INTERNACIONAL, MERCADO ZONAL STA ROSA, PROVEEDORA ESCOLAR, FARMACIAS DEL AHORRO.DOCUMENTACION EN REGLA, AVALUO RECIENTE, NEGOCIABLE.",68016.0,6.0
"Casa en venta en Ampliación Dolores, Oaxaca de Juárez, Oaxaca C.P. 68028",Nocnok,Casa,ampliacion dolores,2400000,3,2,119,105,"CASAS EN VENTA EN OAXACA, 3 RECAMARAS, COL. DOLORES.VENTA DE BONITA CASA HABITACION, DE DOS PLANTAS, TRES RECAMARAS Y DOS Y MEDIO BAÑOS.TERRENO DE 105 M2 Y 119 M2 DE CONSTRUCCION.P.B.: COCINA INTEGRAL EN MADERA, SALA, COCINA, COMEDOR, BAÑO DE SERVICIO CON GABETAS PARA ALMACENAMIENTO, ALACENERO EN ZONA DE ESCALERAS, PATIO DE SERVICIO CON LAVADERO Y BOLIER DE 38 LT., COCHERA PARA DOS AUTOS, CISTERNA DE 5 MIL LTS, AMPLIOS VENTANALES CON MAYOR LUMINOSIDAD EN INTERIORES.P.A.: TRES RECAMARAS, TODAS CON CLOSET, PRINCIPAL CON BAÑO PROPIO Y TINA DE HIDROMASAJE Y PEQUEÑO BALCON HACIA CALLE PRINCIPAL, BAÑO COMPLETO PARA AREA COMPARTIDA.ATREAS DE INFLUENCIA: INFONAVIT 1ª ETAPA, COL. VOLCANES, ESCUELA NORMAL DE EDUCACION ESPECIAL, ZONA ESCOLAR Y COMERCIOS DE BASTO, 28ª ZONA MILITAR,TODOS LOS SERVICIOS EN LA ZONA.DOCUMENTACION EN REGLA, PRECIO NEGOCIABLE.",68028.0,5.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,6500000,3,3,100,500,"Terreno de 500 m2 ubicado en Guadalupe Victoria. La propiedad tiene dos plantas.En el primer piso hay dos pequeñas terrazas, 3 cuartos pequeños (cada uno con su baño), cocina, pequeña área de servicio, sala de TV, baño completo, cochera para 2 autos.En el segundo piso se encuentran 3 recámaras con baño completo (la recámara principal con walk-in closet y balcón con una maravillosa vista panorámica).La propiedad tiene 9 años.",68000.0,2.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,14950000,3,2,357,"1,172","Para ti inversionista, visionario, o para ti que deseas vivir en un hogar rodeado de vegetación, tenemos en venta este gran terreno de potencial rentabilidad, con casa incluida, en una zona preferencial de alta plusvalía y en continuo crecimiento, ubicada en amplia calle pavimentada, cerca del Hotel Santo Origen, Parque Colosio, Colegio La Salle y Sport City. Inmueble con todos los servicios al interior: agua, electricidad, internet, línea telefónica y al exterior alumbrado público. Cuenta con cisterna de 10 m3.No esperes! Contáctanos",68026.0,
"Casa en venta en Volcanes, Oaxaca de Juárez, Oaxaca C.P. 68020",Nocnok,Casa,volcanes,4700000,3,2,203,322,"UN SOLO NIVEL:Cochera para 4 autos, sala, comedor, cocina integral, unarecámara con baño completo, 2 recámaras junior, un bañocompleto independiente, una bodega, un cuarto de lavado yjardín.ADICIONALES:Portón automatizado, cisterna de 10 mil litros, tinaco de1100 litros, tanque de gas estacionario de 120 Lt ycalentador de gas.",68020.0,4.0
"Casa en venta en San Luis Beltran, Oaxaca de Juárez, Oaxaca C.P. 68023",Nocnok,Casa,san luis beltran,2850000,4,3,200,212,Casa con excelente vista hacia la cd.de oaxaca.amplia terraza jardin,68023.0,
"Casa en venta en La Cascada, Oaxaca de Juárez, Oaxaca C.P. 68040",Nocnok,Casa,la cascada,4750000,3,3,120,239,"HERMOSA CASA EN VENTA EN COLONIA LA CASCADA(Excelente ubicación) BIENVENIDOS LOS CREDITOS239 M2 Características Planta baja: Garage para un auto Cuarto de servicio Sala Comedor Cocina Estudio Medio baño Patio trasero Plata Alta: 1 Recámara principal con Closet/vestidor y baño 2 recámaras secundarias 1 baño completo Cerca electrificada Cámaras de seguridad Tanque estacionario Cisterna de 8,000 lt$ 4,750,000Aprovecha esta oportunidad en zona de Alta Plusvalía",68040.0,1.0
"Casa en venta en San Felipe del Agua, Oaxaca de Juárez, Oaxaca C.P. 68026",Nocnok,Casa,san felipe del agua,11500000,5,5,500,220,"En Venta Casa en San Felipe del AguaCuenta con 3 Niveles y amplios espaciosPrimer nivel:Cochera techada para 2 autos.Cisterna de 10,000 litros.Jardín el cual tiene sembrado un árbol representativo del estado, un Pochote.SalaComedorCocina integral Incluye estufa y campanaPatio de servicioMedio bañoEstudio.Segundo nivel:Recámara 1 con closet y baño completo.Recámara 2 con vestidor y baño completo.Recámara 3 con closet, baño completo y jardín en interior.Recámara 4 con closet y baño completo.Tercer nivel:Recámara 5 con closet y baño completo.Cuarto de máquinas y área y cuarto de servicioÁrea de alimentosMedio baño.Roof Garden amplió, la mayor parte techado.Adicionales:En el techo de la recámara del 3 nivel están instalados el tinaco y gas estacionario.Todas las recamaras y sala comedor cuentan con la preparación para clima.220 metros de terreno.500 metros de construcción.Precio de venta: $ 11,499,000",68026.0,2.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,8000000,3,3,144,144,"EN VENTA CASA CERCA DEL ZOCALO DE OAXACA??$8,000,000Terreno:144 m2 (8 x18)Planta Baja:Cochera para 1 autoCisterna de 10,000 lts con bombaAmplia Sala - ComedorCocina equipada2 Habitaciones en planta baja1 Baño completoPatio y área de servicioBodegaPlanta Alta:Área de TV con BalcónHabitación Principal con closet. Baño completo y Balcón2 Habitaciones con closet1 Baño completoÁrea de servicioLibre de GravamenPropiedad Privada con Escritura PúblicaTodos los Servicios",68000.0,1.0
"Casa en venta en America Sur, Oaxaca de Juárez, Oaxaca C.P. 68104",Nocnok,Casa,america sur,715000,3,3,415,264,"EXCELENTE OPORTUNIDAD DE ADQUIRIR HERMOSACASA A UN ATRACTIVO COSTO Y CON EXCELENTE PLUSVALÍA.LA MEJOR INVERSIÓN EN BIENES RAÍCESLA DISTRIBUCIÓN ES: SALA, COMEDOR, COCINA,3 RECAMARAS AMPLIAS, 3.5 BAÑOS,2 LUGARES DE ESTACIONAMIENTO, CUARTO DE LAVADO.EXCELENTE UBICACIÓNCERCA DE: CENTROS COMERCIALES, UNIVERSIDADES, ESCUELAS,HOSPITALES, CLINICAS, CAFETERIAS, TIENDAS DE AUTO SERVICIO,BANCOS Y PARQUES",68104.0,1.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,5800000,4,2,230,260,"Esta propiedad única combina la solidez de su buen estado con el encanto de lo antiguo, creando un lienzo perfecto para tu proyecto de ensueño. Su estructura bien conservada proporciona una base sólida para renovar y transformar esta casa en un espacio moderno y acogedor.Con su ubicación privilegiada a solo 10 minutos del centro de la ciudad de Oaxaca, esta casa ofrece una oportunidad inigualable para crear un proyecto innovador y atractivo. La amplitud de sus 4 habitaciones y 2 baños y medio te brinda la flexibilidad para diseñar distintas áreas y servicios para tus futuros huéspedes o clientes.Además, el espacio para 4 autos es una ventaja inigualable en una ubicación céntrica como esta, brindando comodidad y facilidad de acceso para todos los que visiten tu establecimiento.El terreno de 260 m2 y los 230 m2 de construcción permiten una renovación creativa, conservando elementos auténticos y añadiendo toques contemporáneos para crear un ambiente único y especial.¡No dejes escapar esta oportunidad de adquirir una propiedad con gran potencial en el corazón de Oaxaca! Renueva y crea tu proyecto soñado en este espacio lleno de historia y encanto.",68000.0,
"Casa en venta en Villa de Antequera, Oaxaca de Juárez, Oaxaca C.P. 68027",Nocnok,Casa,villa de antequera,7000000,4,4,260,160,"Encantadora y confortable casa en preventa, construida en 3 niveles, con material tradicional y con privilegiada ubicación a escasos metros de Avenida de las Etnias, y en colindancia con San Felipe del Agua. Una inversión que incrementará de gran manera el valor de tu patrimonio.Se distribuye de la siguiente forma:PRIMER NIVEL• Cochera para 2 autos• Jardín• Cocina con cocina integral• Comedor• Sala• Bodega• Medio bañoSEGUNDO NIVEL• Recámara 1o Baño completoo Closeto Vestidor• Recámara 2o Baño completoo Closeto Vestidor• Rcámara 3o Baño completoo Closeto VestidorTERCER NIVEL• Terraza• Medio baño• Centro de lavado• Cuarto servicioo Baño completoo Closeto VestidorEquipamiento adicional• Paneles solares• Cámaras de seguridad• Sistema de filtrado para toda la casa• Ósmosis inversa para beber el aguaPRECIOSAgosto 2023 - $7,000,000Septiembre 2023 - $7,500,000A partir de Octubre 2023 - $8,000,000",68027.0,2.0
"Casa en venta en Oaxaca Centro, Oaxaca de Juárez, Oaxaca C.P. 68000",Nocnok,Casa,oaxaca centro,12500000,10,6,220,270,"***ÚNICA OPORTUNIDAD DE INVERSION 270 m2*****Casa con 10 cuartos y 6 baños en el Centro de la Ciudad**[Zona Plaza de la Danza]*Vive o invierte en una de las mejores zona del Centro.*A solo 4 cuadras del Andador Turístico, de la Iglesia de Santo Domingo y del Zócalo.**Cerca de comercios, escuelas, mercados, tiendas departamentales, oxxos, clínicas etc.*Superficie: 270 m2*Propiedad no catalogada**No dejes pasar esta oportunidad de inversión o de tener tu casa en el Centro.Cel. 951 1970420",68000.0,
